journal_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
226,326389343842,327664446743,318431643060,303843597220,323202555046,351280174967,247179702221,348888967736,316634766019,358372932079,275721043829,310796765289,302867556589,360163685975,379017326065,286761185994,311436547734,282078290451,366439709186,323654676245,305723843963,308290559972,345412743960,354198434856,310487995154,290605638517,318612894762,404433419587,296482034655,340322080499,288665969382,294219438495,322667662000,341199749835,329681205049,315539909075,307848399355,371423107606,366676159846,283206269289
227,326389369602,327664478943,318431688139,303843597220,323202606566,351280223622,247179727980,348888967736,316634804659,358373041558,275721082469,310796810368,302867595229,360163737493,379017390464,286761231074,311436547734,282078345545,366439780024,323654708445,305724919420,308291493764,345413723518,354199543226,310489126425,290606444215,318613664684,404434454249,296483242480,340322892632,288666146837,294219615949,322667938913,341199917274,329681449763,315540076512,307848566795,371423281483,366676295084,283206353009
228,326390332711,327665693213,318432689900,303844445133,323203399384,351281299796,247180326889,348891725433,316635397130,358373827930,275721807320,310797612493,302867704708,360164694171,379018440872,286762069687,311436554174,282079044620,366440614351,323655403953,305725531912,308292002521,345414212942,354200271646,310489568621,290607040261,318614151251,404435253504,296483774123,340323565955,288667045544,294220523969,322669858688,341201100779,329682314135,315540994537,307849310955,371424245307,366677119390,283206990563
229,326390900122,327666260634,318433199363,303844445133,323203898831,351281860063,247180932234,348892427380,316635397130,358374592125,275722219474,310798375965,302867704708,360165358186,379019202205,286762697936,311438867526,282079746560,366441538823,323656286933,305726169458,308292614311,345414996448,354201025116,310491334579,290607614113,318614931185,404436082088,296484437431,340324307251,288667454824,294220901059,322670393186,341201574467,329682816450,315541545495,307849832591,371424245307,366677773388,283207383401
230,326391544812,327666879576,318433830464,303846345610,323204756049,351282639284,247181541867,348893126463,316635519489,358375413562,275722783320,310799077902,302867704708,360166076588,379020036526,286763329047,311439688971,282080361921,366442328777,323657034668,305726182338,308292640071,345415047967,354201037996,310491347459,290607639873,318614976263,404436182262,296484473206,340324355907,288668304885,294221658816,322671176700,341201574467,329683567049,315542247440,307850570320,371424245307,366678569071,283208040271
231,326391544812,327666892456,318433843343,303846345610,323204775369,351282671483,247181541867,348893126463,316635519489,358375413562,275722815520,310799110102,302867711148,360166131684,379020081606,286763403463,311439701851,282080445637,366442386736,323657199242,305726864958,308293219664,345415775666,354201833669,310491982141,290608238777,318615676057,404437132486,296485084985,340325009918,288668337083,294221703895,322671253977,341201574467,329683605689,315542279637,307850596079,371424245307,366678621302,283208078911
232,326392227423,327667446284,318434484465,303846986737,323205249058,351283321911,247182108570,348893874196,316636999216,358376186347,275723324269,310799886456,302870266313,360166869410,379020800011,286763937977,311440385191,282080954376,366442957021,323657766664,305727254926,308293251864,345416317322,354202258703,310492372111,290608735354,318616101094,404437677011,296485510021,340325447831,288669045466,294222392958,322671875776,341201574467,329684340543,315542940071,307851202138,371424393424,366679384789,283208777993
233,326392604509,327667781156,318434845816,303847405325,323205319895,351283885758,247182424125,348894360761,316638004556,358376720857,275723633387,310800292880,302871229426,360167371718,379021399632,286764254244,311440788039,282080954376,366443479367,323658246789,305727361539,308293586740,345416433238,354202406821,310492436511,290608819072,318616229891,404437880219,296485687468,340325447831,288669322372,294222740712,322672233544,341202012381,329684662536,315543339344,307851537014,371424393424,366679919301,283209303202
234,326392791264,327667903511,318434991067,303847602093,323205390735,351283995235,247182494964,348894551091,316638191313,358376904751,275723768627,310800451015,302871383980,360167391037,379021521992,286764386619,311440949039,282081344345,366443624619,323658392044,305727606255,308293586740,345416733758,354202667993,310492688381,290609028724,318616487486,404438289505,296485974396,340325447831,288669425410,294222850189,322672381658,341202337953,329684765574,315543481023,307851653644,371424393424,366680125375,283209419120
235,326392984459,327668209761,318435197145,303847872569,323205390735,351284233512,247182649521,348894789366,316638436031,358377207425,275723991159,310800683565,302871593630,360167391037,379021779587,286764605578,311441271034,282081775811,366443869329,323658623878,305728018405,308294295133,345417223180,354203064405,310493081213,290609418687,318616951153,404438718109,296486380107,340325447831,288669605726,294223107786,322672597750,341202337953,329685016730,315543716428,307851988521,371426158652,366680318570,283209622333
236,326393364414,327668641231,318435538461,303848265404,323205390735,351284571957,247182981532,348895246598,316638890401,358377613135,275724445531,310801005558,302871932080,360167391037,379022201750,286765017736,311441670308,282082117126,366444352308,323659061789,305728333957,308294295133,345417709745,354203457238,310493477623,290609734241,318617328240,404439217551,296486669902,340325890024,288669959917,294223474864,322673054975,341202586246,329685377363,315544080632,307852298351,371427785071,366680337890,283209937890
237,326393609126,327669021183,318435883352,303848542321,323207208209,351284945471,247183181168,348895607230,316639273934,358377935843,275724783983,310801266725,302872324906,360168160961,379022559519,286765417012,311442092479,282082394036,366444768039,323659351587,305728379036,308294295133,345417787025,354203566713,310493535582,290609837279,318617392636,404439327030,296486770077,340325890024,288670269028,294223796859,322673490024,341202586246,329685435322,315544499930,307852701201,371428232996,366680337890,283210253448
238,326393866715,327669130659,318435960630,303848683998,323207285488,351285054949,247183219807,348895690950,316639344774,358377935843,275724848383,310801324685,302872395744,360168653970,379022623917,286765532932,311442131119,282082439115,366444877517,323659409545,305729133923,308295461469,345418187005,354204320896,310494318386,290610378227,318618040202,404440132017,296487279531,340327545786,288670346307,294223906338,322673567300,341202586246,329685435322,315544615848,307852784921,371428355352,366680337890,283210395127
239,326394162947,327669858370,318436685481,303849425301,323208042532,351285670310,247183742145,348896357834,316639998780,358377935843,275725490221,310801975825,302873072636,360168653970,379023342317,286766257778,311442898188,282083012971,366445669624,323660153703,305729236961,308295570949,345418187005,354204391734,310494382784,290610507024,318618127495,404440235054,296487382567,340327623065,288670910146,294224463745,322674244196,341206068811,329685435322,315545292025,307853535527,371429147454,366680337890,283210955399
240,326394162947,327669922767,318436724120,303849483261,323208126251,351285889266,247183800105,348896428672,316640088939,358377935843,275725548178,310802065982,302873137035,360168757006,379023432476,286766312873,311442981908,282083083806,366445676064,323660282503,305729655544,308296093295,345418187005,354204923381,310494914432,290610987145,318618692047,404440730924,296487856256,340328280639,288671013182,294224589679,322674327914,341206242688,329685435322,315545401500,307853574166,371429263371,366680714982,283211026239
241,326395280619,327670425786,318437155587,303849963388,323208673633,351286266346,247184196517,348896940997,316640582658,358377935843,275725818658,310802546099,302873575661,360170069299,379023957681,286766782989,311443529300,282083566796,366445676064,323660779084,305729958219,308296466806,345418187005,354205284014,310495249312,290611280510,318619024051,404441253265,296488191127,340328647711,288671229270,294224921691,322674812319,341206706364,329687356544,315545839409,307854057866,371429733484,366680818020,283211470587
242,326395593306,327670664061,318437487590,303850218122,323208963428,351286272786,247184434788,348897275871,316640901785,358380010910,275726253713,310802900294,302873946308,360170420624,379024344072,286767137185,311443861314,282083920988,366445676064,323661133276,305730454089,308297059991,345418193445,354205979517,310495933367,290611821458,318619339603,404441842866,296488749247,340329127838,288671615661,294225237249,322675102113,341206976840,329687420944,315546206479,307854463583,371430187856,366680818020,283211618704
243,326396031927,327670953858,318438118700,303850739750,323209562340,351286961853,247185110979,348897781756,316641423416,358380674929,275726763179,310803419051,302874591703,360171097526,379024344072,286767704613,311444483119,282084391101,366445676064,323661654911,305730708822,308297343349,345418193445,354206363050,310496216718,290612124125,318619938511,404442119778,296489006844,340329449834,288671995612,294225623647,322675617298,341207497030,329688226644,315546399678,307855030297,371430796782,366683546388,283211976474
244,326396341038,327670953858,318438418510,303851035985,323209942298,351286961853,247185304176,348898201056,316641655249,358380990484,275726934190,310803689523,302874862176,360171471036,379024344072,286768058806,311444766471,282084710231,366447286729,323661886749,305731069453,308297881438,345420890271,354206740138,310496654633,290612436813,318620466582,404442603477,296489393234,340329990784,288672208131,294225884818,322675907093,341207767505,329688452037,315546579987,307855317231,371431086580,366684299858,283211976474
245,326396886278,327670953858,318438917955,303851483914,323210415986,351286961853,247185310616,348898777782,316642103171,358381499232,275727397861,310804098809,302875274315,360171947586,379024595935,286768532499,311445291680,282085048677,366448301371,323662324649,305731314168,308298261390,345421325313,354207197368,310497008826,290612914078,318620850110,404442603477,296489695909,340330258392,288672833504,294226322733,322676422984,341208324917,329688947910,315546579987,307855810959,371431744161,366685005385,283212008672
246,326397105230,327670953858,318439243522,303851732205,323210750864,351288311368,247185754967,348899067574,316642412279,358381886334,275727649017,310804485200,302875570543,360172286032,379024595935,286768893136,311445549278,282085267632,366448694209,323662708178,305731436526,308298461024,345421466991,354207345486,310497263560,290613075071,318621027563,404442603477,296489837585,340330412948,288673191271,294226535252,322676754987,341208769269,329689264179,315546586427,307856252451,371432104796,366685388912,283212772159
247,326397266227,327671050456,318439410959,303851951159,323210918302,351288913857,247185754967,348899189933,316642566837,358382034452,275727822896,310804697719,302875737976,360172479228,379025140454,286768989735,311445697397,282085412884,366448887404,323662708178,305732058324,308299208058,345422146747,354207703257,310498029905,290613638920,318621658678,404442603477,296490462965,340331063381,288673339390,294226535252,322676922422,341209011122,329689405859,315546586427,307856394131,371432333764,366685630766,283213358188
248,326398000359,327673144844,318439813811,303852692460,323211588045,351289658022,247185754967,348900072907,316643275225,358382830138,275728299450,310804774995,302876311834,360173117484,379026890653,286769588652,311446480914,282085989604,366449808309,323662708178,305732399636,308299726828,345422571777,354208295731,310498377659,290613915833,318621974945,404442603477,296490807857,340331475530,288673993384,294226535252,322677573549,341209707350,329690243040,315548560594,307856864244,371433222462,366686355604,283213918459
249,326398251516,327673489733,318439813811,303853095310,323212042407,351289986448,247186801804,348900362699,316643571459,358383242290,275728557048,310804774995,302876736856,360173478117,379028037664,286769856264,311446838688,282086337360,366450233337,323663104588,305732802483,308300216261,345423148495,354208295731,310498809132,290614385948,318622519468,404442603477,296491197824,340332058694,288674283171,294226535252,322677911996,341210055108,329690658765,315548882586,307856864244,371433666811,366686729121,283214253336
250,326398715191,327673921205,318440387674,303853563273,323212554730,351290518095,247187194635,348900932980,316644035841,358383764633,275728924123,310804774995,302877214119,360173913161,379028672346,286770355719,311447212919,282086768830,366450713463,323664486295,305732834682,308300267781,345423206454,354208295731,310498838468,290614443904,318622590307,404442603477,296491262224,340332103774,288674769724,294228055785,322678311262,341210596773,329691064477,315549356269,307857108961,371434214915,366687267208,283214666202
251,326398779590,327673953405,318440387674,303853582593,323212567610,351290543854,247187207514,348900958740,316644087361,358383796831,275728962760,310804871592,302877301412,360173932481,379028704546,286770407239,311447251557,282086781710,366450752100,323664512055,305733508004,308301135017,345424108031,354210033775,310499344353,290615163008,318623396001,404444703568,296492051462,340332890857,288674814803,294228100863,322678437197,341210674053,329691115997,315549382027,307857108961,371434240675,366687312288,283214724160
252,326399633930,327674684691,318440387674,303854424060,323213408370,351291527003,247187709826,348901741543,316644908800,358384614697,275729648968,310806926616,302878126421,360174906323,379029739924,286771215801,311448050825,282087438571,366451492685,323665095219,305733623923,308301670956,345424543072,354210626952,310499344353,290615639555,318623943389,404446945353,296492389907,340333551285,288675452344,294228890107,322678520915,341211569910,329692015425,315550187009,307857115401,371435078567,366688231042,283215413943
253,326400310106,327675212762,318440387674,303854424060,323214063086,351292196740,247188109098,348901741543,316645511997,358385307341,275730055396,310807342333,302878602966,360175538145,379030409676,286771705238,311448485872,282087992399,366452155982,323665717019,305733623923,308302196167,345425100475,354211258061,310499350793,290616148303,318624426377,404447622243,296492653944,340334124437,288675938903,294229257180,322678520915,341212088677,329692630784,315550657117,307859183319,371435567996,366689026724,283215904090
254,326400921887,327675727953,318442926410,303854482019,323214639811,351292892247,247188499068,348903265642,316646082285,358385787467,275730647871,310807873975,302878667364,360176214322,379031073687,286772220437,311448820749,282088540494,366452797105,323666206449,305734281496,308302634084,345425522644,354211747486,310500120713,290616547569,318624915809,404448073033,296492653944,340334653219,288676695941,294229894732,322679700123,341212768443,329693304113,315551320426,307859762917,371436186222,366689735827,283216368472
255,326401195929,327676047080,318443335693,303854482019,323215055541,351293285080,247188773114,348903546133,316646507318,358386248272,275730989189,310808234601,302879080221,360176620026,379031588878,286772593955,311448820749,282088956219,366453245027,323666637924,305734835328,308302702057,345425612802,354211824763,310500120713,290616611964,318624986648,404448150313,296492660384,340334749813,288676851207,294230197410,322680557323,341213013161,329693593908,315551513623,307860129997,371436408751,366690238846,283216690465
256,326401363361,327676195199,318443522449,303854482019,323215132819,351293407436,247188805314,348903659189,316646565278,358386435023,275731066467,310808337639,302879080221,360176726641,379031669734,286772658354,311448820749,282089007738,366453300121,323666670124,305735734047,308303346048,345426379854,354212678405,310500120713,290617169374,318625508987,404448742775,296493877509,340335317231,288676934927,294230349106,322680857124,341213203495,329693677627,315551629537,307860181517,371436460268,366690283924,283216729105
257,326402279226,327677013775,318444202208,303856533477,323215776810,351294228876,247189343397,348904425531,316646906596,358387082579,275731585239,310809026702,302879080221,360177480109,379032340187,286773254401,311448949547,282089578024,366453866827,323667221091,305736204150,308303977163,345427101108,354213419696,310500977929,290617636607,318626089286,404449692996,296494640995,340335948334,288677475872,294230900077,322681736509,341213461092,329694186381,315552113232,307860741793,371437200849,366690786952,283217177035
258,326402646293,327677348650,318444665878,303857210381,323216327773,351294647464,247189784887,348905140353,316646906596,358387700803,275732010275,310809558346,302880836133,360178124807,379033075046,286773743834,311448949547,282090225583,366454556604,323667858634,305736800193,308304273400,345427819507,354213954205,310502543532,290617636607,318626598035,404450440024,296495156179,340336660999,288678026827,294231460354,322682464204,341213461092,329694801741,315552686378,307861299199,371437200849,366691476736,283217725136
259,326403320320,327678048451,318445135991,303857815730,323216739925,351295413807,247190203478,348905668423,316647202832,358388339065,275732699346,310810141505,302881441473,360178675767,379033980912,286774149551,311450501573,282090793002,366455307210,323668399586,305737167269,308304273400,345428318944,354214334157,310503201115,290617636607,318627126108,404451132665,296495561888,340336806251,288678577785,294231972679,322683082425,341214038532,329695523010,315553472750,307861827268,371437200849,366692094962,283218130848
260,326403796866,327678447718,318445513083,303858298722,323217029720,351295961200,247190506153,348906286649,316648578819,358388900046,275733130819,310810515013,302881854329,360179197401,379034531876,286774529509,311451700107,282091154344,366455845300,323668895457,305737315387,308305156379,345428460621,354214588892,310503310592,290617636607,318627272071,404451319417,296495697125,340336806251,288678989932,294232288948,322683626946,341214038532,329695941601,315554025136,307862310265,371437200849,366692706752,283218633161
261,326403932098,327678657370,318445684094,303858433962,323217029720,351296122194,247190635663,348906473403,316648759133,358389077496,275733311136,310810688890,302881996004,360179390600,379034731513,286774668325,311451886863,282091306036,366455961218,323669098669,305737688890,308305507709,345428995841,354215046836,310503677663,290617636607,318627600506,404451728701,296495935399,340336806251,288679170250,294232447078,322683865217,341214038532,329696089719,315554199013,307862464824,371437200849,366692964349,283218794158
262,326404363558,327678992235,318445993204,303858978486,323218070122,351296595882,247190848182,348906737441,316649126208,358389425253,275733884291,310811233415,302882463246,360179851402,379035317541,286774925924,311452321915,282091306036,366456273908,323669417800,305738188329,308306022904,345429495282,354215636437,310504244366,290617636607,318628196550,404452301850,296496386188,340336806251,288679718347,294232942954,322684351782,341214869995,329696630665,315554537457,307862922058,371438328540,366693434467,283219081092
263,326404769266,327679366458,318446476905,303859316934,323218511610,351297121088,247191247457,348907456559,316649818849,358390027735,275734071050,310811556115,302882862512,360180327953,379035877805,286775586376,311452837109,282091306036,366456937209,323669885049,305738700650,308306445077,345429952510,354216190269,310504725212,290619856200,318628679544,404452984473,296496849850,340336806251,288680182012,294233252782,322685034398,341214869995,329697158734,315555014007,307863347807,371440600364,366693672741,283219561219
264,326405275139,327679988262,318447108005,303859825682,323219033240,351297578308,247191637425,348908133461,316650295400,358390027735,275734509674,310812039100,302883364818,360180997695,379036560436,286776092266,311453342999,282092546047,366457443086,323670287896,305739077737,308306850790,345430448373,354216750541,310505137362,290620346345,318629063070,404453529702,296497255561,340339307049,288680587717,294233808041,322685572474,341214869995,329697632421,315555587144,307863808618,371441109120,366693679181,283219925425
265,326405384613,327680503453,318447656108,303860302233,323219491899,351298132138,247192137584,348908584252,316650663176,358390027735,275734957605,310812371110,302883697533,360181452060,379037017662,286776546639,311453823132,282092965343,366458064892,323670793778,305739748911,308307327344,345431153882,354217549800,310505797808,290621023244,318629768598,404454557213,296497932459,340340125621,288680971945,294234272425,322685997497,341214869995,329698070334,315556050810,307864315220,371441666520,366694020495,283220308951
266,326405384613,327681147442,318448435339,303861085752,323220194561,351298421931,247192666368,348909241117,316651352241,358390027735,275735572970,310813067322,302884396610,360182202662,379037900634,286777149126,311454634558,282093519174,366458693135,323671416297,305739890589,308307449703,345431321317,354217691478,310505965246,290621207136,318629916716,404454859888,296498142109,340340357456,288681500723,294234872048,322686625728,341218465609,329698070334,315556737718,307864962791,371442452898,366694020495,283220847038
267,326405384613,327681366399,318448567715,303861282526,323220368430,351298837656,247192743647,348909399250,316651474598,358390027735,275735779049,310813176801,302884551169,360182389419,379038103842,286777265045,311454737598,282093687323,366458922103,323671638821,305740167503,308307810341,345431598231,354218110075,310506287238,290621558469,318630197207,404455323553,296498451217,340340705202,288681590879,294234968647,322686806044,341218626607,329699001250,315556882969,307865136668,371442633215,366694020495,283221033796
268,326405384613,327681727035,318448909025,303861733309,323220671104,351299423680,247192994799,348909862924,316651738633,358391274218,275736065981,310813556755,302884857415,360182782256,379038503113,286777625684,311455020955,282094003584,366459244102,323672018765,305740583234,308308299774,345431598231,354218638147,310506731595,290622002820,318630590757,404455877384,296498895566,340341226836,288681590879,294235268459,322687108716,341219019444,329699391222,315557269358,307865552396,371443103327,366694155733,283221355793
269,326405942021,327682097690,318449282540,303862110399,323221109014,351299948886,247193304624,348910311564,316652154364,358393014405,275736136821,310813940276,302885253818,360183310331,379038921701,286778131574,311455459580,282094348468,366459672707,323672608371,305740880180,308308544490,345431604671,354218950835,310506960567,290622176694,318630590757,404456109217,296499224001,340341440062,288682357937,294235622653,322687585268,341219422294,329699796937,315557710841,307866090491,371443670751,366694155733,283221639152
270,326407665742,327682335970,318449605245,303862468171,323221609175,351300251560,247193482079,348910697955,316652399081,358393275577,275736713553,310814139911,302885466332,360183590820,379039217932,286778315466,311455679251,282094644703,366459672707,323672827327,305741576392,308309340171,345431604671,354219717885,310507591676,290622708337,318630590757,404456959287,296499810729,340342094071,288682609083,294235873812,322687875768,341219641254,329699842017,315557936236,307866303008,371444025654,366694696684,283221639152
271,326408567304,327682335970,318450237065,303863144361,323222130803,351301198931,247194139663,348911422794,316653136807,358394119907,275737338227,310814758138,302886264871,360184438020,379039462650,286779037451,311456497114,282095315153,366460014010,323673529985,305741969224,308309736583,345433651092,354220208027,310507932989,290623133373,318630590757,404457500944,296500397470,340342538422,288683134283,294236437663,322688475375,341220195803,329700177604,315558483612,307866838230,371444896460,366697789252,283221639152
272,326409082484,327682335970,318450697874,303863527890,323222478555,351301762784,247194442339,348911950862,316653668452,358394770334,275737679539,310815099449,302886680595,360184882374,379039646543,286779488249,311456909271,282095643588,366460014010,323674064494,305742772052,308310419217,345434559816,354220530019,310508696464,290623828871,318632056163,404458126322,296500890470,340343070071,288683527118,294236920655,322688900396,341220592216,329701114960,315558728327,307867250383,371445443844,366698536994,283221639152
273,326409945426,327684642164,318451842028,303864707809,323223487470,351302871872,247195208690,348913230244,316654679510,358395698387,275738446601,310816030362,302887350339,360185816152,379040213248,286780216672,311457627673,282096107250,366460700920,323674476652,305743052542,308310706150,345435004166,354220530019,310509218094,290624235287,318633399954,404458126322,296501735514,340343618177,288684200435,294237636198,322689761181,341221287726,329701932823,315558728327,307867849296,371446104285,366699317648,283223478100
274,326410106424,327684835359,318451867786,303864898142,323223716441,351303210323,247195382566,348913404120,316654886295,358396210703,275738729961,310816481155,302887768931,360186299141,379040213248,286780216672,311458210846,282096633168,366462801032,323674476652,305743262196,308310870724,345435203795,354220530019,310509411291,290624422044,318633522308,404458126322,296501932285,340343766292,288684541751,294237990390,322690141134,341221944605,329702519562,315558960160,307868593457,371446893523,366700175581,283223996867
275,326410331812,327685086517,318451867786,303865226577,323223890320,351303477936,247195511364,348913642395,316655143893,358396403902,275738833713,310816609953,302887884850,360186483033,379040213248,286780216672,311458333204,282096774846,366462974906,323675549241,305743461828,308311192716,345435467831,354220536459,310509713966,290624605936,318633754141,404458126322,296502099719,340343978810,288684696308,294238144946,322690372972,341222177153,329702648361,315558960160,307868748017,371447099598,366700330138,283224225842
276,326410434849,327685234635,318451867786,303865374695,323224019118,351303645372,247195588642,348913922887,316655317770,358396539139,275739059107,310816816030,302888103801,360186695546,379040213248,286780400567,311458577918,282097038875,366463261839,323675800397,305743590625,308311315075,345435641707,354220536459,310509920046,290624824887,318633889379,404458126322,296502286473,340344139805,288684850862,294238338142,322690508208,341222419008,329702886636,315560838431,307868902577,371447434472,366700571988,283224380401
277,326411275593,327685989524,318451867786,303866050889,323224772579,351304669306,247196329224,348914592635,316656184295,358397299048,275739213666,310817009228,302888258357,360186882299,379040213248,286781138295,311458680957,282097193429,366463458607,323675974273,305744315462,308312419880,345436504640,354223238353,310510612687,290625616982,318634665745,404458126322,296503078578,340345039233,288684970356,294238447621,322690653460,341222554246,329703073393,315561031628,307869037815,371447595467,366700687907,283224560721
278,326411830132,327686544064,318453955735,303866696303,323225465218,351305332617,247196651219,348914592635,316656709498,358398037483,275739929204,310817311904,302888928099,360187742372,379043589169,286781234894,311459528162,282097840986,366464315103,323676795713,305744882881,308313019504,345437091376,354223889495,310511179400,290626094243,318635291126,404458126322,296503616664,340345738303,288685659420,294239256191,322691342519,341223337054,329703982121,315561772922,307869205253,371448517078,366701719004,283225204715
279,326412201487,327686924016,318454200451,303866960337,323225722816,351305542268,247196889496,348914592635,316656967095,358398346595,275740309159,310817311904,302889554182,360188377059,379044239603,286782191582,311460095590,282098304655,366465082155,323677343107,305745237075,308313347940,345437387606,354224318102,310511508546,290626368292,318635535840,404458499827,296503848497,340346067443,288686252602,294239739898,322692183268,341223926665,329704539530,315562288819,307869205253,371449219025,366702298596,283225672675
280,326413338480,327687625959,318454883078,303867592158,323226563575,351306430966,247197562816,348915308887,316657878697,358399228860,275740573195,310818649244,302889869724,360188702620,379044471439,286782191582,311460370355,282098504294,366465346192,323677610716,305745237075,308314253108,345438415116,354225158862,310511859875,290627289903,318636447438,404462947615,296503880697,340347178666,288686471546,294239994629,322692402214,341224235780,329704839338,315562559296,307869205253,371449544589,366702652790,283225891632
281,326413596075,327687893571,318455217953,303867592158,323226866251,351306724333,247197801092,348915308887,316658123413,358399628132,275741556351,310819518615,302890497956,360189920476,379045579812,286783450949,311461120958,282099354353,366466415920,323678413548,305745243515,308314381906,345438628342,354225645436,310511859875,290627586136,318636702167,404463282485,296504918221,340347468455,288687550584,294240919112,322692434413,341225267586,329706088675,315563467313,307871533643,371450607885,366703892830,283226851182
282,326413744194,327688083904,318455469108,303867888393,323227169636,351306936848,247197974966,348915308887,316658397465,358399840649,275741743109,310819769772,302890536595,360190178070,379045921125,286783737880,311461120958,282099611945,366466712145,323678719796,305745243515,308314426986,345438666981,354225684076,310511859875,290627618333,318636760124,404463308244,296504918221,340347552174,288687737337,294241141643,322692434413,341225454344,329706311207,315563712025,307871849200,371450955634,366704163308,283227002875
283,326413921647,327688274238,318455514188,303867894833,323227266234,351306956168,247197994286,348915688839,316658423224,358399840649,275741775308,310819831307,302890536595,360190248908,379045972644,286783782960,311461523811,282099667040,366466789422,323678764876,305745243515,308314839139,345439288778,354226202845,310513251589,290628062681,318637053492,404463707519,296504918221,340347951444,288687769537,294241167402,322692434413,341225505864,329706382043,315563763544,307871910735,371451023609,366704221265,283227035074
284,326414559900,327689018397,318456384281,303867894833,323228181400,351307912836,247198684775,348918372836,316659234642,358400984084,275742255434,310820217700,302890536595,360190767675,379046481384,286784160056,311461639731,282100079186,366467314634,323679183467,305748023377,308315747167,345440370667,354227316946,310514211844,290629013620,318637923592,404464821612,296505556481,340348856605,288688194564,294241599592,322692434413,341225911579,329706922994,315564201449,307872400875,371451152406,366704682788,283227367087
285,326415485083,327690020145,318457295880,303867894833,323229070104,351308933909,247199489756,348919539167,316659440717,358402320712,275742874381,310821054877,302890536595,360191743658,379047669892,286784977921,311462722350,282100884170,366468274883,323680092920,305748381143,308316220855,345440870109,354227749132,310514621132,290629026499,318638644858,404465424800,296506626208,340349584299,288688990234,294242398138,322694573148,341226546266,329707940492,315565065105,307873193694,371451158845,366705481336,283227918053
286,326416506143,327690953933,318458385647,303870684726,323229540925,351309894158,247200208865,348920168116,316660304372,358403145718,275743277235,310821782577,302892655996,360192423416,379048273090,286785406533,311462934867,282101392919,366469047669,323680766244,305749385755,308316758943,345442022825,354229011351,310515600704,290629026499,318639784716,404466813644,296507728847,340350757771,288689515424,294242888283,322695777380,341226546266,329708469273,315565690484,307873728210,371451158845,366706328540,283228597818
287,326416802377,327691333887,318458679019,303871206352,323229540925,351310419367,247200582379,348920967374,316661315434,358403725305,275744150914,310822719929,302893760768,360193496714,379049442992,286786418317,311462934867,282102320953,366470297702,323681803070,305749733507,308316758943,345442367713,354229442825,310515993535,290630195689,318640106712,404467430429,296508186080,340351182799,288690487824,294243892910,322696736899,341226546266,329709587649,315566614950,307874614054,371454415254,366707494870,283229490811
288,326417173027,327691952116,318459320133,303871901863,323230043228,351311122023,247200988094,348921577006,316661315434,358404521700,275744412084,310823087002,302894124972,360193857345,379049829387,286786663036,311464813173,282102713779,366470690530,323682266741,305750416131,308316758943,345443134766,354230290025,310516663997,290631333395,318640718503,404468284777,296508772100,340351733761,288690777617,294244298619,322697142603,341226546266,329709961163,315567037112,307875094183,371454415254,366707977865,283229887223
289,326417173027,327692113113,318459494011,303872047116,323230043228,351311418256,247201252129,348921741576,316662356543,358404521700,275745121186,310823711671,302894665913,360193857345,379050644395,286787158906,311465493654,282103284058,366471360975,323682723970,305750416131,308316758943,345443189858,354230341544,310516683317,290631384911,318640876636,404468355613,296508881578,340351733761,288691350761,294244997705,322697799464,341229854230,329710531448,315567629579,307875661611,371454415254,366708722033,283230393111
290,326417173027,327692113113,318459494011,303872047116,323230043228,351311418256,247201252129,348921741576,316662356543,358404521700,275745192024,310823834029,302894704553,360193857345,379050792510,286787249065,311465616008,282103284058,366471476891,323682849905,305750577126,308316758943,345443383050,354230438143,310516805675,290631507270,318640973231,404468481547,296509003934,340351733761,288691370079,294245036343,322697896063,341229944389,329710692446,315567693978,307875745328,371454415254,366708870148,283230506166
