journal_wr,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
209,379483,382002,374958,361343,381003,406258,299329,403301,373847,412882,326900,365662,355239,394837,393223,344627,370352,340552,415007,381172,357471,360615,392667,393917,365462,332696,362722,270458,342275,379036,345670,351332,382356,398274,388467,362072,355631,337423,402170,330158
210,379483,382066,375026,361416,381337,406353,299387,403387,373925,412882,326957,365741,355320,394848,393334,344703,370402,340635,415089,381245,357546,360876,392719,393982,365527,332746,362771,270546,342330,379194,345707,351386,382406,398457,388534,362113,355691,337504,402170,330218
211,379540,382136,375090,361476,381406,406430,299437,403472,374010,412882,327005,365805,355377,394848,393398,344769,370481,340688,415159,381341,357551,360885,392725,393990,365533,332749,362780,270550,342337,379196,345707,351455,382480,398545,388600,362201,355743,337583,402170,330274
212,379565,382137,375093,361479,381411,406440,299444,403474,374014,412882,327012,365814,355389,394848,393410,344776,370487,340696,415168,381355,357598,360938,392773,394041,365584,332782,362828,270606,342382,379244,345707,351461,382490,398550,388606,362203,355747,337588,402170,330283
213,379575,382185,375132,361526,381460,406480,299483,403517,374060,413087,327058,365871,355450,394848,393481,344829,370528,340738,415169,381418,357667,361007,392803,394121,365657,332847,362882,270700,342437,379316,345781,351530,382532,398611,388643,362286,355799,337651,402170,330326
214,379672,382256,375207,361576,381523,406490,299540,403608,374131,413160,327130,365938,355515,395035,393551,344883,370603,340790,415169,381481,357796,361124,392803,394269,365773,332963,363011,270858,342554,379445,345921,351631,382648,398748,388760,362392,355894,337755,402312,330356
215,379952,382261,375336,361700,381650,406490,299650,403731,374256,413302,327239,366051,355621,395315,393558,344999,370718,340916,415384,381610,357841,361165,392803,394313,365826,332992,363051,270918,342601,379483,345992,351704,382719,398847,388837,362421,355986,337872,402643,330357
216,380002,382357,375376,361742,381701,406490,299690,403793,374309,413345,327270,366097,355669,395370,393572,345039,370760,340960,415447,381660,357906,361242,392931,394373,365906,333070,363072,270986,342649,379549,346023,351744,382763,398890,388880,362511,356026,337930,402687,330357
217,380073,382429,375451,361798,381746,406490,299747,403846,374340,413406,327324,366144,355718,395442,393572,345079,370808,340979,415497,381689,357982,361319,392931,394373,365988,333137,363190,271091,342746,379648,346111,351779,382845,398981,388958,362587,356092,338019,402765,330532
218,380154,382437,375535,361898,381835,406798,299796,403945,374449,413508,327400,366252,355820,395539,393572,345165,370891,341068,415595,381796,358038,361395,393201,394373,366036,333197,363249,271091,342808,379704,346182,351784,382920,399091,389033,362678,356179,338135,402891,330645
219,380210,382591,375593,361980,381884,406916,299796,404007,374503,413582,327458,366309,355878,395613,393572,345212,370939,341117,415655,381852,358078,361440,393242,394374,366090,333238,363288,271181,342857,379764,346251,351784,382992,399159,389093,362742,356246,338191,402961,330684
220,380258,382629,375635,362032,381937,406967,299848,404071,374559,413669,327498,366309,355931,395673,393637,345247,370986,341163,415732,381916,358179,361584,393362,394389,366198,333337,363372,271341,342938,379866,346270,351800,383014,399185,389121,362768,356270,338222,402992,330717
221,380354,382715,375720,362134,382050,407085,299923,404172,374649,413772,327587,366309,356017,395775,393990,345347,371073,341231,415850,381933,358187,361590,393374,394389,366218,333359,363397,271341,342957,379903,346385,351800,383118,399308,389258,362899,356373,338335,403125,330798
222,380365,382744,375720,362154,382074,407116,299939,404200,374668,413809,327598,366309,356031,395813,394095,345375,371089,341249,415876,381934,358256,361674,393461,394389,366297,333417,363478,271341,343026,379974,346389,351811,383133,399310,389260,362901,356376,338335,403125,330799
223,380433,382827,375796,362238,382154,407204,300008,404262,374743,413893,327683,366309,356112,395907,394184,345432,371161,341311,415961,382047,358300,361720,393516,394687,366345,333473,363544,271423,343081,380029,346459,352076,383207,399407,389355,362977,356404,338426,403219,330878
224,380476,382891,375870,362291,382216,407260,300054,404288,374813,413957,327739,366309,356182,395984,394248,345490,371225,341370,416020,382047,358391,361884,393710,395007,366361,333659,363737,271748,343176,380199,346505,352139,383275,399474,389419,363053,356404,338489,403275,330938
225,380681,383049,376064,362357,382398,407440,300191,404331,374999,414172,327898,366778,356284,396190,394436,345646,371338,341535,416232,382301,358481,361900,393738,395036,366361,333687,363767,271789,343193,380240,346684,352324,383291,399695,389641,363235,356595,338706,403484,331113
226,380706,383082,376092,362357,382424,407480,300223,404331,375046,414213,327925,366803,356284,396221,394488,345685,371338,341580,416275,382327,358487,361909,393744,395040,366361,333692,363774,271800,343193,380247,346690,352326,383291,399713,389655,363248,356645,338742,403515,331136
227,380710,383087,376098,362357,382432,407487,300227,404331,375052,414229,327931,366810,356290,396229,394498,345692,371338,341588,416285,382332,358634,362052,393893,395208,366518,333808,363892,271953,343358,380371,346716,352351,383322,399739,389689,363273,356670,338767,403534,331149
228,380853,383266,376248,362468,382551,407647,300318,404699,375141,414346,328040,366931,356303,396376,394653,345820,371339,341694,416412,382439,358728,362129,393969,395317,366563,333900,363964,272075,343438,380471,346853,352488,383576,399917,389816,363411,356783,338911,403656,331245
229,380937,383350,376324,362468,382627,407733,300412,404806,375141,414460,328103,367046,356303,396475,394768,345917,371657,341799,416550,382571,358825,362221,394086,395431,366796,333985,364083,272198,343540,380582,346915,352545,383658,399989,389892,363493,356863,338911,403754,331306
230,381035,383440,376421,362740,382753,407850,300503,404911,375158,414580,328189,367154,356303,396586,394897,346010,371782,341893,416668,382683,358827,362225,394094,395433,366798,333989,364090,272213,343545,380589,347045,352659,383776,399989,390008,363601,356974,338911,403874,331407
231,381035,383442,376423,362740,382756,407855,300503,404911,375158,414580,328194,367159,356304,396594,394904,346021,371784,341906,416677,382707,358932,362311,394203,395550,366890,334077,364191,272352,343640,380685,347050,352666,383788,399989,390014,363606,356978,338911,403881,331412
232,381133,383526,376520,362836,382826,407954,300588,405017,375347,414693,328269,367277,356616,396703,395011,346103,371883,341979,416765,382793,358992,362316,394283,395614,366948,334149,364256,272434,343705,380751,347159,352772,383882,399989,390124,363705,357071,338925,403997,331516
233,381187,383577,376575,362900,382837,408041,300637,405091,375486,414774,328317,367338,356762,396778,395098,346149,371943,341979,416844,382864,359008,362351,394300,395637,366958,334162,364275,272464,343729,380751,347202,352826,383936,400041,390173,363767,357123,338925,404079,331594
234,381216,383596,376597,362929,382841,408058,300648,405120,375515,414802,328337,367362,356786,396781,395117,346166,371967,342031,416866,382886,359044,362351,394345,395677,366996,334194,364315,272520,343773,380751,347218,352842,383959,400078,390189,363789,357140,338925,404111,331611
235,381246,383641,376628,362971,382841,408095,300672,405157,375552,414847,328371,367395,356818,396781,395156,346200,372014,342097,416904,382921,359108,362433,394419,395738,367057,334254,364384,272583,343834,380751,347246,352881,383992,400078,390228,363825,357191,339135,404141,331640
236,381303,383707,376680,363032,382841,408147,300722,405226,375620,414910,328439,367442,356867,396781,395220,346263,372076,342150,416978,382988,359157,362433,394493,395798,367115,334300,364442,272660,343876,380794,347301,352937,384063,400113,390284,363879,357237,339364,404144,331688
237,381340,383765,376732,363075,383056,408201,300753,405280,375677,414958,328489,367482,356928,396872,395274,346323,372138,342193,417041,383032,359164,362433,394505,395814,367124,334316,364452,272677,343891,380794,347349,352987,384129,400113,390293,363943,357294,339432,404144,331737
238,381377,383782,376744,363095,383068,408218,300759,405293,375687,414958,328499,367491,356939,396941,395284,346341,372144,342200,417058,383041,359277,362592,394563,395924,367243,334397,364548,272796,343969,381026,347361,353004,384141,400113,390293,363961,357305,339451,404144,331758
239,381419,383893,376853,363208,383184,408311,300834,405396,375788,414958,328595,367591,357043,396941,395392,346453,372257,342286,417175,383154,359292,362609,394563,395935,367253,334417,364561,272811,343985,381038,347447,353090,384244,400550,390293,364065,357418,339571,404144,331844
240,381419,383903,376859,363217,383197,408344,300843,405407,375802,414958,328604,367605,357053,396955,395406,346461,372270,342297,417176,383174,359356,362687,394563,396017,367334,334490,364645,272887,344056,381137,347463,353109,384257,400577,390293,364082,357424,339589,404188,331855
241,381571,383979,376925,363287,383281,408401,300902,405485,375876,414958,328646,367678,357114,397137,395486,346534,372355,342372,417176,383249,359403,362744,394563,396073,367386,334535,364695,272966,344108,381194,347496,353160,384330,400647,390541,364150,357497,339662,404204,331923
242,381619,384015,376976,363326,383324,408402,300939,405536,375924,415251,328713,367731,357168,397191,395539,346588,372405,342421,417176,383301,359480,362834,394564,396180,367489,334619,364743,273054,344191,381268,347543,353208,384375,400689,390550,364206,357560,339730,404204,331946
243,381686,384060,377072,363406,383416,408477,301039,405613,375996,415350,328790,367810,357265,397292,395539,346671,372499,342494,417176,383381,359517,362877,394564,396239,367532,334664,364822,273096,344230,381318,347601,353267,384450,400766,390663,364236,357646,339824,404580,331999
244,381731,384060,377118,363452,383473,408477,301067,405674,376029,415397,328816,367850,357305,397349,395539,346725,372542,342539,417371,383415,359571,362959,394898,396297,367599,334712,364904,273168,344289,381402,347634,353306,384494,400808,390698,364259,357688,339869,404696,331999
245,381811,384060,377195,363521,383544,408477,301068,405763,376098,415473,328888,367910,357365,397420,395577,346796,372622,342591,417499,383483,359608,363018,394963,396366,367653,334782,364962,273168,344334,381441,347726,353372,384572,400892,390772,364259,357762,339969,404804,332004
246,381845,384060,377244,363556,383595,408641,301114,405807,376145,415529,328927,367967,357410,397472,395577,346851,372660,342625,417558,383540,359627,363049,394984,396389,367692,334805,364988,273168,344356,381464,347780,353405,384622,400959,390819,364260,357827,340023,404861,332089
247,381870,384074,377270,363590,383621,408733,301114,405826,376169,415552,328953,367999,357436,397501,395642,346866,372682,342647,417588,383540,359721,363165,395089,396443,367810,334890,365084,273168,344448,381564,347803,353405,384648,400996,390840,364260,357849,340058,404896,332164
248,381982,384366,377331,363703,383724,408847,301114,405958,376277,415674,329026,368011,357524,397598,395890,346959,372800,342735,417729,383540,359773,363243,395155,396528,367864,334933,365132,273168,344500,381628,347903,353405,384748,401103,390968,364498,357922,340192,405006,332248
249,382021,384418,377331,363765,383791,408898,301261,406003,376323,415737,329066,368011,357588,397653,396046,347000,372855,342788,417795,383586,359834,363319,395241,396528,367928,335005,365216,273168,344560,381716,347948,353405,384799,401156,391032,364547,357922,340261,405062,332300
250,382092,384480,377411,363833,383866,408978,301321,406088,376394,415814,329123,368011,357658,397719,396141,347075,372911,342855,417866,383775,359839,363327,395250,396528,367931,335014,365227,273168,344570,381723,348023,353584,384860,401236,391092,364616,357941,340344,405143,332362
251,382102,384485,377411,363836,383868,408982,301323,406092,376402,415819,329129,368025,357671,397722,396146,347083,372917,342857,417872,383779,359940,363459,395387,396751,368007,335122,365345,273420,344686,381840,348030,353591,384878,401248,391100,364620,357941,340348,405150,332371
252,382231,384591,377411,363962,383996,409130,301400,406209,376528,415940,329235,368312,357797,397867,396298,347206,373039,342955,417984,383868,359958,363537,395453,396841,368007,335194,365426,273735,344738,381942,348128,353712,384890,401384,391238,364741,357942,340474,405287,332476
253,382335,384672,377411,363962,384094,409233,301460,406209,376615,416047,329296,368373,357870,397961,396396,347280,373103,343040,418086,383964,359958,363617,395539,396939,368008,335273,365499,273839,344771,382027,348203,353768,384890,401464,391332,364813,358190,340549,405408,332548
254,382426,384749,377768,363970,384182,409339,301520,406383,376700,416118,329386,368452,357880,398061,396494,347358,373141,343122,418184,384039,360042,363683,395603,397014,368104,335334,365574,273908,344771,382107,348318,353866,385028,401566,391433,364916,358275,340643,405511,332615
255,382468,384798,377827,363970,384245,409400,301560,406426,376765,416187,329439,368508,357936,398122,396572,347416,373141,343186,418253,384104,360108,363693,395617,397025,368104,335344,365585,273920,344772,382122,348341,353911,385144,401604,391475,364945,358330,340674,405587,332663
256,382494,384820,377856,363970,384257,409418,301565,406443,376774,416216,329451,368524,357936,398138,396584,347426,373141,343194,418261,384109,360243,363790,395731,397154,368104,335430,365663,274010,344942,382201,348354,353934,385184,401633,391488,364963,358338,340680,405594,332669
257,382629,384942,377961,364221,384350,409537,301645,406552,376825,416313,329530,368631,357936,398252,396685,347516,373161,343280,418347,384194,360315,363886,395840,397257,368192,335500,365752,274155,345053,382297,348438,354017,385318,401670,391565,365036,358423,340787,405669,332736
258,382682,384992,378029,364317,384431,409601,301711,406658,376825,416403,329594,368712,358157,398348,396790,347588,373161,343373,418449,384290,360404,363931,395949,397340,368425,335500,365828,274266,345132,382404,348521,354102,385431,401670,391659,365125,358509,340787,405769,332819
259,382781,385097,378100,364410,384495,409715,301776,406739,376847,416499,329700,368801,358247,398431,396924,347647,373368,343458,418563,384372,360460,363931,396025,397398,368522,335500,365909,274370,345195,382425,348603,354180,385526,401720,391771,365245,358589,340787,405861,332881
260,382853,385156,378158,364484,384539,409796,301823,406834,377007,416585,329766,368859,358309,398509,397009,347703,373534,343513,418644,384448,360483,364035,396047,397437,368539,335500,365930,274398,345216,382425,348667,354228,385607,401720,391835,365328,358664,340787,405955,332957
261,382874,385188,378184,364505,384539,409820,301841,406863,377035,416612,329794,368886,358330,398539,397037,347724,373561,343535,418661,384479,360539,364087,396125,397504,368595,335500,365981,274459,345253,382425,348693,354252,385643,401720,391858,365355,358687,340787,405993,332982
262,382939,385239,378231,364581,384680,409889,301874,406902,377090,416665,329880,368966,358402,398608,397126,347764,373628,343535,418708,384528,360614,364166,396201,397595,368681,335500,366069,274548,345323,382425,348776,354328,385715,401772,391936,365404,358758,340948,406066,333026
263,382996,385294,378304,364633,384744,409966,301929,407001,377191,416749,329909,369014,358461,398678,397212,347861,373707,343535,418808,384598,360686,364229,396270,397680,368753,335770,366138,274650,345393,382425,348846,354375,385816,401772,392015,365477,358823,341264,406101,333096
264,383074,385387,378401,364706,384823,410036,301988,407103,377263,416749,329976,369086,358539,398774,397317,347937,373785,343696,418885,384660,360743,364291,396344,397763,368815,335841,366196,274732,345452,382743,348908,354459,385898,401772,392086,365564,358894,341340,406102,333149
265,383091,385467,378484,364779,384891,410122,302063,407172,377319,416749,330043,369136,358589,398844,397388,348004,373858,343760,418981,384734,360842,364364,396448,397881,368912,335942,366303,274880,345555,382868,348965,354526,385964,401772,392153,365635,358971,341425,406142,333207
266,383091,385567,378604,364897,384997,410167,302143,407273,377421,416749,330136,369241,358691,398948,397520,348093,373980,343843,419077,384827,360863,364383,396473,397903,368936,335966,366325,274926,345582,382902,349046,354615,386059,402249,392153,365737,359066,341538,406142,333289
267,383091,385601,378624,364925,385024,410210,302155,407296,377440,416749,330166,369258,358715,398977,397551,348111,373996,343868,419112,384857,360906,364439,396514,397965,368986,336020,366368,274998,345630,382955,349060,354630,386086,402274,392261,365759,359093,341565,406142,333317
268,383091,385655,378676,364993,385070,410288,302193,407365,377481,416905,330209,369315,358761,399037,397613,348166,374039,343914,419161,384915,360969,364514,396514,398045,369054,336089,366428,275084,345697,383034,349060,354676,386132,402334,392319,365818,359157,341638,406162,333367
269,383145,385711,378734,365048,385138,410363,302238,407432,377543,417148,330220,369374,358822,399117,397678,348243,374103,343967,419227,385005,361014,364551,396515,398093,369089,336116,366428,275120,345746,383066,349169,354731,386205,402394,392378,365885,359239,341722,406162,333411
270,383368,385742,378782,365103,385211,410408,302265,407487,377580,417188,330291,369404,358855,399160,397723,348270,374136,344013,419227,385036,361119,364671,396515,398211,369183,336198,366428,275245,345836,383166,349205,354770,386248,402428,392385,365920,359272,341775,406228,333411
271,383493,385742,378874,365204,385289,410547,302365,407585,377692,417314,330388,369500,358975,399284,397760,348379,374258,344111,419272,385143,361180,364732,396775,398285,369233,336262,366428,275324,345922,383233,349286,354856,386338,402512,392413,365998,359353,341903,406659,333411
272,383573,385742,378945,365262,385343,410630,302412,407663,377768,417407,330440,369552,359039,399353,397785,348448,374322,344160,419272,385224,361298,364832,396913,398335,369339,336368,366611,275416,345996,383312,349345,354930,386403,402570,392553,366035,359415,341988,406770,333411
273,383701,386047,379111,365428,385495,410788,302528,407850,377909,417547,330556,369688,359140,399487,397862,348560,374432,344230,419350,385287,361340,364875,396981,398335,369417,336430,366801,275416,346114,383395,349447,355024,386530,402670,392674,366035,359502,342084,406884,333616
274,383725,386074,379115,365457,385529,410837,302555,407877,377940,417619,330600,369756,359204,399561,397862,348560,374519,344308,419655,385287,361371,364898,397012,398335,369446,336459,366818,275416,346143,383418,349500,355078,386587,402768,392762,366065,359609,342196,407009,333693
275,383759,386111,379115,365505,385556,410873,302575,407914,377979,417648,330615,369776,359222,399589,397862,348560,374538,344330,419681,385408,361401,364947,397053,398336,369493,336484,366854,275416,346169,383449,349523,355100,386620,402801,392782,366065,359633,342228,407032,333725
276,383775,386134,379115,365528,385575,410899,302587,407953,378006,417668,330650,369808,359256,399621,397862,348582,374576,344371,419724,385447,361421,364966,397080,398336,369525,336517,366874,275416,346198,383473,349547,355130,386641,402838,392816,366311,359657,342280,407068,333749
277,383901,386245,379115,365632,385684,411056,302700,408053,378137,417780,330673,369838,359279,399649,397862,348674,374592,344395,419754,385474,361530,365122,397207,398724,369629,336636,366991,275416,346317,383609,349565,355147,386663,402859,392843,366339,359678,342305,407086,333776
278,383981,386329,379408,365729,385786,411158,302749,408053,378215,417892,330783,369884,359378,399779,398311,348689,374720,344494,419887,385600,361612,365212,397297,398823,369715,336709,367086,275416,346399,383713,349670,355270,386769,402977,392982,366452,359704,342440,407237,333873
279,384037,386388,379446,365770,385825,411190,302786,408053,378254,417939,330842,369884,359472,399876,398408,348808,374806,344565,420003,385683,361667,365262,397342,398888,369762,336750,367124,275452,346435,383763,349760,355343,386885,403066,393068,366531,359704,342543,407325,333944
280,384204,386492,379548,365862,385950,411319,302887,408124,378392,418071,330883,370060,359520,399923,398443,348808,374846,344595,420044,385722,361667,365398,397498,399011,369812,336889,367261,276055,346440,383933,349794,355380,386919,403114,393114,366573,359704,342592,407379,333978
281,384244,386533,379599,365862,385997,411364,302924,408124,378430,418133,331033,370188,359609,400103,398608,348973,374959,344725,420205,385839,361668,365418,397527,399086,369812,336934,367300,276106,346567,383977,349958,355520,386924,403266,393303,366710,360004,342751,407566,334125
282,384267,386561,379638,365904,386043,411396,302951,408124,378472,418166,331061,370225,359615,400143,398659,349016,374959,344764,420248,385884,361668,365425,397533,399092,369812,336939,367308,276110,346567,383989,349987,355554,386924,403295,393336,366747,360050,342804,407608,334148
283,384292,386590,379645,365905,386058,411399,302954,408179,378476,418166,331066,370234,359615,400154,398667,349023,375003,344772,420258,385889,361668,365487,397628,399165,369996,337008,367353,276170,346567,384050,349992,355558,386924,403303,393347,366755,360059,342814,407617,334153
284,384389,386702,379773,365905,386192,411539,303057,408565,378596,418334,331138,370291,359615,400233,398746,349081,375021,344836,420338,385952,362022,365627,397791,399332,370140,337148,367481,276340,346645,384187,350058,355624,386924,403366,393430,366822,360131,342834,407686,334203
285,384528,386849,379914,365905,386330,411696,303180,408743,378626,418538,331233,370419,359615,400375,398924,349205,375170,344959,420481,386089,362075,365698,397864,399397,370202,337150,367591,276430,346799,384296,350179,355745,387180,403462,393584,366952,360250,342835,407809,334288
286,384673,386993,380075,366276,386400,411841,303288,408833,378733,418657,331295,370532,359880,400479,399015,349270,375202,345038,420599,386193,362227,365781,398040,399588,370351,337150,367763,276636,346962,384471,350259,355820,387355,403462,393663,367046,360333,342835,407937,334392
287,384719,387051,380119,366352,386400,411921,303346,408952,378880,418744,331427,370672,360048,400638,399189,349420,375202,345180,420784,386347,362281,365781,398091,399653,370409,337280,367812,276727,347032,384537,350408,355973,387502,403462,393832,367186,360469,343248,408108,334525
288,384775,387144,380218,366458,386444,412026,303408,409045,378880,418855,331466,370726,360103,400693,399248,349458,375448,345239,420844,386414,362384,365781,398206,399782,370509,337442,367906,276852,347123,384622,350452,356035,387565,403462,393890,367250,360543,343248,408180,334584
289,384775,387169,380245,366480,386444,412071,303449,409070,379022,418855,331573,370821,360187,400693,399372,349535,375551,345324,420945,386484,362384,365781,398214,399789,370512,337450,367929,276863,347140,384622,350541,356141,387665,403921,393976,367340,360627,343248,408293,334662
290,384775,387169,380245,366480,386444,412071,303449,409070,379022,418855,331584,370840,360193,400693,399395,349549,375568,345324,420963,386502,362408,365781,398244,399804,370531,337469,367944,276881,347159,384622,350544,356147,387680,403935,394001,367350,360640,343248,408316,334678
291,384871,387255,380319,366558,386444,412163,303493,409163,379111,418855,331605,370852,360202,400694,399413,349556,375577,345324,420978,386510,362465,366077,398303,399879,370595,337538,368010,276957,347227,384622,350572,356166,387698,403961,394016,367379,360656,343286,408333,334694
292,384871,387332,380400,366633,386444,412236,303540,409243,379195,418856,331668,370919,360287,400694,399507,349617,375660,345332,421056,386600,362537,366149,398386,399965,370673,337622,368087,277081,347313,384787,350635,356209,387780,404028,394097,367452,360723,343535,408351,334743
293,384871,387425,380481,366720,386788,412236,303638,409350,379308,418856,331754,371017,360354,400981,399607,349703,375749,345479,421156,386680,362608,366231,398467,400034,370742,337680,368149,277161,347371,384864,350710,356279,387854,404125,394166,367525,360797,343614,408351,334822
294,384871,387463,380523,366756,386826,412277,303665,409388,379350,418998,331825,371079,360426,400981,399709,349763,375805,345535,421199,386751,362657,366286,398507,400084,370780,337707,368197,277205,347403,384894,350754,356353,387931,404200,394239,367590,360857,343692,408441,334891
295,384871,387489,380536,366775,386844,412277,303671,409411,379375,419002,331856,371110,360474,400981,399757,349817,375852,345577,421199,386792,362682,366302,398530,400100,370801,337727,368217,277226,347417,384923,350754,356394,387977,404240,394278,367613,360896,343730,408585,334921
296,384871,387493,380558,366795,386876,412278,303690,409444,379397,419002,331870,371131,360489,400981,399786,349834,375871,345599,421285,386815,362699,366322,398542,400118,370818,337743,368239,277251,347447,384948,350819,356412,387996,404267,394299,367629,360908,343756,408617,334934
297,385183,387493,380609,366838,386926,412278,303737,409488,379433,419067,331891,371146,360505,401041,399793,349854,375894,345615,421285,386838,362764,366386,398542,400207,370870,337801,368308,277318,347507,384993,350843,356426,388010,404292,394318,367643,360925,343779,408639,334952
298,385263,387493,380673,366903,386997,412278,303795,409572,379508,419317,331940,371205,360572,401041,399793,349928,375948,345675,421285,386893,362809,366462,398542,400280,370933,337857,368359,277394,347573,385062,350922,356525,388111,404382,394410,367732,361006,343876,408734,335023
299,385313,387493,380737,366948,387063,412573,303845,409626,379565,419378,331979,371261,360641,401277,399793,349985,376021,345730,421285,386964,362875,366520,398542,400345,370992,337909,368430,277468,347645,385117,350949,356547,388138,404436,394421,367742,361035,343927,408774,335080
300,385370,387579,380802,366995,387133,412650,303889,409697,379630,419449,332033,371324,360702,401360,399793,350035,376090,345786,421285,387015,362942,366577,398542,400402,371043,337964,368496,277547,347713,385180,351035,356625,388220,404546,394514,367742,361133,344034,408867,335176
301,385450,387579,380879,367065,387207,412735,303953,409796,379706,419534,332086,371394,360761,401430,399899,350089,376146,345845,421285,387076,363008,366652,398885,400402,371108,338029,368552,277647,347787,385274,351064,356651,388261,404582,394547,367827,361167,344080,408913,335216
302,385607,387900,380965,367213,387331,412892,304041,409913,379803,419673,332162,371478,360844,401526,400110,350156,376211,345910,421285,387085,363155,366806,399047,400402,371250,338141,368679,277684,347906,385399,351217,356695,388399,404734,394670,367827,361263,344209,409101,335300
303,385685,387960,380987,367308,387440,412959,304136,410031,379905,419810,332253,371562,360955,401665,400162,350241,376323,345992,421763,387085,363227,366894,399127,400402,371334,338231,368785,277881,347997,385494,351315,356840,388509,404852,394801,368096,361288,344351,409256,335413
304,385686,387960,380987,367308,387442,412959,304136,410033,379906,419813,332342,371562,361052,401794,400384,350241,376427,346099,421883,387222,363228,366895,399129,400402,371337,338233,368787,277882,348001,385494,351358,356890,388560,404911,394847,368149,361288,344429,409324,335459
305,385877,388177,380987,367459,387635,413169,304278,410201,380050,420005,332344,371562,361053,401794,400386,350241,376428,346101,421884,387222,363381,367062,399332,400809,371503,338396,368959,278099,348166,385661,351393,356925,388593,404943,394901,368165,361307,344455,409341,335481
306,385949,388240,380987,367536,387699,413274,304360,410201,380155,420085,332541,371833,361239,402034,400604,350509,376600,346280,422100,387234,363432,367131,399411,400869,371569,338463,369050,278169,348234,385768,351539,357088,388710,405147,395109,368342,361568,344674,409568,335639
307,386015,388282,381025,367587,387743,413344,304394,410201,380199,420145,332592,371875,361302,402078,400685,350574,376651,346337,422182,387558,363432,367186,399461,401029,371569,338501,369100,278242,348234,385814,351578,357137,388710,405201,395151,368396,361630,344738,409642,335705
308,386110,388406,381491,367683,387839,413463,304484,410201,380297,420242,332622,371875,361347,402128,400735,350618,376703,346391,422236,387606,363500,367281,399564,401156,371569,338610,369201,278375,348389,385939,351607,357168,388710,405242,395184,368441,361703,344774,409675,335741
309,386149,388446,381521,367683,387873,413498,304525,410248,380325,420289,332713,372021,361372,402261,400880,350722,376758,346501,422362,387724,363598,367312,399597,401190,371569,338638,369223,278405,348402,385973,351748,357255,388728,405347,395305,368550,361807,344856,409808,335841
310,386153,388449,381523,367683,387880,413507,304532,410248,380331,420297,332738,372060,361372,402290,400916,350757,376758,346537,422395,387758,363625,367317,399607,401197,371569,338648,369250,278431,348414,385998,351772,357286,388863,405398,395341,368580,361843,344856,409836,335861
311,386215,388514,381592,367684,387941,413569,304581,410297,380378,420371,332744,372072,361372,402295,400923,350764,376758,346540,422423,387763,363625,367366,399665,401255,371638,338706,369298,278485,348470,386060,351777,357289,388863,405401,395344,368583,361846,344856,409842,335865
312,386283,388593,381659,367832,388005,413651,304629,410311,380442,420451,332794,372149,361484,402372,400993,350812,376758,346584,422490,387812,363706,367439,399734,401325,371638,338776,369354,278559,348524,386134,351839,357344,389018,405454,395401,368637,361901,344856,409902,335916
313,386430,388718,381804,367944,388057,413773,304695,410635,380533,420552,332854,372208,361533,402432,401066,350871,376758,346635,422561,387895,363706,367486,399840,401409,371721,338784,369429,278657,348583,386209,351894,357418,389060,405516,395468,368699,361963,344960,409981,335975
314,386523,388804,381886,368037,388057,413874,304793,410772,380650,420688,332931,372312,361594,402540,401160,350945,376883,346713,422632,387976,363931,367486,399977,401568,372064,338798,369567,278869,348731,386321,352008,357533,389199,405660,395582,368827,362060,344960,410089,336080
315,386555,388846,381937,368089,388057,413938,304840,410839,380733,420761,333049,372432,361735,402678,401307,351048,377183,346803,422802,388114,364000,367486,400049,401637,372120,338798,369658,278967,348801,386321,352088,357611,389290,405758,395688,368911,362176,344961,410195,336166
316,386570,388875,381960,368108,388159,413966,304852,410859,380760,420789,333103,372503,361805,402722,401396,351143,377261,346860,422870,388196,364010,367486,400056,401644,372133,338798,369671,278972,348805,386322,352147,357684,389377,405758,395748,368970,362233,345319,410262,336225
