apply_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
0,0.008,0.025,0.009,0.008,0.009,0.009,0.005,0.008,0.007,0.008,0.006,0.005,0.007,0.01,0.01,0.006,0.008,0.006,0.009,0.003,0.007,0.005,0.006,0.008,0.011,0.011,0.005,0.013,0.007,0.004,0.003,0.004,0.005,0.011,0.005,0.006,0.004,0.005,0.004,0.005
1,0.021,0.026,0.022,0.016,0.012,0.012,0.006,0.011,0.017,0.022,0.007,0.009,0.014,0.007,0.015,0.01,0.008,0.009,0.015,0.012,0.014,0.007,0.008,0.016,0.01,0.006,0.007,0.017,0.011,0.016,0.006,0.005,0.008,0.008,0.009,0.007,0.007,0.008,0.009,0.005
2,0.007,0.012,0.018,0.014,0.008,0.012,0.009,0.008,0.009,0.022,0.005,0.006,0.009,0.007,0.015,0.008,0.004,0.007,0.012,0.007,0.004,0.008,0.009,0.012,0.009,0.006,0.008,0.015,0.006,0.013,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.005,0.005,0.003
3,0.011,0.014,0.006,0.014,0.018,0.009,0.004,0.008,0.007,0.013,0.004,0.004,0.007,0.006,0.014,0.004,0.007,0.008,0.01,0.005,0.004,0.004,0.006,0.013,0.007,0.007,0.003,0.008,0.008,0.047,0.003,0.003,0.004,0.007,0.005,0.003,0.004,0.008,0.008,0.003
4,0.04,0.006,0.008,0.014,0.053,0.009,0.002,0.009,0.01,0.01,0.006,0.003,0.003,0.004,0.008,0.003,0.003,0.003,0.004,0.021,0.005,0.003,0.004,0.008,0.067,0.003,0.003,0.007,0.006,0.008,0.002,0.003,0.103,0.007,0.003,0.003,0.003,0.015,0.005,0.002
5,0.006,0.006,0.007,0.004,0.008,0.005,0.003,0.008,0.003,0.007,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.002,0.001,0.001,0.001,0,0.001,0.002,0.002,0,0.002,0.025,0.002,0.003,0.002,0.002,0.002,0.003,0.021,0.003,0.002
6,0.005,0.006,0.005,0.003,0.004,0.012,0.006,0.007,0.005,0.01,0.001,0.002,0,0.002,0.002,0.002,0.001,0.002,0.002,0.001,0.007,0.004,0.007,0.01,0.231,0.003,0.006,0.007,0.226,0.005,0.002,0.002,0.002,0.003,0.032,0.002,0.002,0.003,0.003,0.002
7,0.007,0.005,0.005,0.008,0.006,0.035,0.002,0.004,0.063,0.048,0.005,0.006,0.209,0.005,0.01,0.008,0.003,0.024,0.004,0.004,0.003,0.002,0.004,0.007,0.016,0.005,0.003,0.007,0.005,0.006,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0,0.003,0.002
8,0.003,0.002,0.002,0.002,0.002,0.002,0.111,0.002,0.004,0.005,0.002,0.002,0.004,0.003,0.004,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.009,0.005,0.002,0.002,0.003,0.003,0.003,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0,0.002,0.001
9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.248,0.009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001
10,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0,0.003,0.001,0.002,0.002,0.002,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.714,0,0,0,0,0,0,0,3.378,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0,0.002,0.002,0.003,0.004,0.003,0.008,0.004,0.004,0.002,0.003,0.005,0.003,0.001,0.003,0.003,0.002,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,1.09,0.004,0.002
16,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.261,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.843,0.001,0.001,0.003,0,0.001
17,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.072,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.001,0.002,0.001,0.001,0.895,0.001,0.001,0.001,0,2.458,0.001,0.001,0.001,2.442,0.001
18,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1.269,0.002,0.001,0.001,0.002,0,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0,0.001
19,0,0.001,0.002,0.001,0.001,0,0.001,0.001,0.002,0.059,0.001,0.001,0.001,3.57,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.121,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0,0.001
20,5.131,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,1.42,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0,0.019,0.001,0.001,0,0,0.001,0.001,0.001,2.158,0.001
21,0,0.001,0.002,0.001,0.001,2.382,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,1.556,0.001,0.001,1.213,0.001,0.001,0.001,1.495,0,0.001,0.001,0.001,0,0.001
22,0.914,0.001,0.001,0.001,0.001,0.364,0.001,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,1.93,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0.001,0.001,0.001,4.999,0,0.001,0.001,0.337,0
23,0.002,0.002,0.002,0.001,0.002,1.321,0.001,0.001,0.001,0.224,0.476,0.001,0.001,0.92,0,0.002,0.001,0.001,0,0.001,0.001,0.001,1.528,0.001,0.001,0.001,3.287,0.001,0.001,0.708,0.001,0.001,0.001,0.001,0.143,0,0.001,0.001,0.001,0
24,0.001,0.003,0.002,0.002,0.001,0.472,0,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,1.134,0.001,0.001,0.483,0.001,0.001,0.001,0.001,0.007,0,0.001,0.001,0.001,3.258
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.001,0.001,0.001,0.002,0.001,0.001,0,0.001,0.001,0.002,0.026,0.002,0.002,0.002,0,0.001,0.001,0.001,0.799,0.002,0.002,0.002,1.578,0.002,0.002,0.002,0.852,0.001,0.001,0.001,0.001,0.044,0.001,0.002,0.002,0,0.002,0.003,0.003,0.874
27,0,0,0,0.002,0.002,0.002,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.003,0.001,0.001,0.001,0.547,0,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.002,0.002
28,0.002,0.73,0,0.002,0.002,0.002,1.469,0.002,0.002,0.002,0.001,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.223,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7.78,0.001,0.001,0.002,0.001
29,0.002,0.002,0,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.001,0,0.001,0.001,6.592,0.154,0.001,0.001,0.001,3.302,0.001,0.001,0.001,0.002,0.001,0.002,0.001,1.277,0.001,0.002,0.001,0.002,0.002,0.002,0.002,1.048,0.002,0.002,0.002,0.002
30,0.001,0.001,0,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0,0.001,0.001,0.021,0,0.002,0.002,0.001,0,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
31,0.001,0.001,0,0.001,0.001,0.001,0,0,0.001,0,0,5.829,0.001,0,0.001,0,0.001,0,0.001,0,0,0,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0,0.001,0.001,0.001,0.001,0.001
32,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,1.806,0.001,0.002,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,3.449,0.001,0.001,0.001,0.001,0.001,0.002,0.001
33,0.001,0.001,0,0.005,0.001,0.001,0.001,3.524,0.001,0.001,0.001,1.658,0.002,0.002,0.002,0.551,0.001,0.002,0.001,1.114,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,3.588,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34,0.001,0.001,8.186,0.003,0.001,0.001,0.001,0,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.011,0.002,0.001,0.001,0.002,0,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,1.175,0.002,0.001,0.002,0.001,0.001,0.001,0.001
35,0.002,0.002,0.952,0.001,0.002,0.002,0.002,0,0.002,0.002,0.001,0.001,0,0.001,0.002,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.504,0.26,0.001,0.001,0,0.152,0.001,0.001,0.001,0.315,0.002,0.001,0.001,0.257,0,0.001,0.001
36,0.003,0.001,0.036,0,0.002,0.002,0.002,0,1.415,0.002,0.002,0.002,0,0.001,0.001,0.003,3.34,0.002,0.002,0.002,3.461,0.001,0.001,0.001,0.002,0.001,0.001,1.739,0,0.002,0.001,0.001,0.001,0.001,0.001,0.003,0.835,0,0.004,0.002
37,0.002,0.003,0.002,1.836,0.002,0.001,0.002,0,0,0.002,0.001,0.001,0,0.003,0.002,0.002,0,0.002,0.002,0.002,0,0.001,0.002,0.001,1.093,0.002,0.001,0.868,0,0.001,0.001,0.002,0.14,0.001,0.001,0.001,0.001,0,0.001,0.001
38,0.002,0.002,0.002,0.06,0.003,0.005,0.002,1.559,0,0.004,0.002,0.002,0,0.002,0.003,0.001,0,0.002,0.002,0.001,3.048,0.001,0.001,0.001,0.001,0.001,0.002,0.211,2.075,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.498,0.002,0.001
39,0.002,0.002,0.002,0.191,0.002,0.002,0.002,0.004,0.923,0.002,0.002,0.002,0.685,0.002,0.004,0.002,1.241,0.001,0.002,0.002,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.096,0.023,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0,0.002,0.001
40,0.002,0.002,0.003,0.005,0.002,0.003,0.002,0.002,0.034,0.003,0.001,0.001,0.002,0.001,0.002,0.001,0.005,0,0.001,0.002,1.109,0,0.001,0.001,0.001,0.033,0.001,0.001,0.001,0,0.001,0.001,0.001,0.003,0.001,0.001,0.002,1.699,0.002,0.001
41,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.563,0.001,0.001,0.001,0.001,0,0.001,0.001,0.002,0.719,0.001,0.002,0.148,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001
42,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.007,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.287,0.002,0.001
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.491,0,0,0,0,0,0,0,0,0,0.001
44,0.46,0.002,0.002,0.001,0.306,0.001,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,0.001,0.001,0.001,0,0.001,0.001,0.365,2.054,0.001
45,0.002,0.001,0.001,0.001,0.001,0.003,0.001,0.002,0.002,0,0.002,0.002,0.002,0.568,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.747,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.098,0.001,0.001,0.001,0.001,0,0.001,0.001,0.002,2.212,0.001
46,0.347,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.001,0.002,0.001,0.015,0.002,0.002,0.001,0.002,0.001,0.002,0.001,0.002,0.155,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0
48,0.002,0.001,0.002,0.001,0.002,0,0.001,0.001,0.002,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.001,0.001,1.751,0.002,0.001,0.002,0,0.001
49,0.002,0.002,0.002,0.002,0.002,2.551,0.002,0.002,0.002,0.976,0.043,0.001,0.001,0.001,0.009,0.001,0.001,0.001,0,0.001,0.002,0.001,1.233,0.001,0.002,0.207,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.276,0.002,0.002,0.002,2.584,0.001
50,0.001,0.001,0.002,0.002,0.002,0,0.002,0.002,0.002,0.004,0.007,0.002,0.002,0.002,0.001,0.002,0.001,0.002,0.483,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,1.015,0.001
51,0.002,0,0.002,0.002,0.003,1.186,0.25,0.002,0.001,0.002,0.133,0.001,0.004,0.002,0,0.002,0.002,0.002,0.001,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0,0.001,0.002,0.047,1.348
52,0.002,2.183,0.002,0.002,0.002,0.16,0.001,0.002,0.002,0.002,0.227,0.002,0.002,0.002,0.554,0.001,0.002,0.003,0.002,0.001,0.002,0.002,0.003,0.001,0.003,0.002,0.293,0.169,0.002,0.002,0.001,0.001,0.001,0.003,0.002,0.917,0.002,0.002,0.003,0
53,0.002,0.418,0.002,0.002,0.004,0.004,0.197,0.002,0.002,0.002,0.001,0.004,0.002,0.001,0.003,0,0.001,0.001,0.001,0.856,0.001,0.001,0.001,1.317,0.001,0.001,0.002,0.003,0.001,0.003,0.001,0,0.002,0.001,0.002,0.338,0.002,0.002,0.005,0.641
54,0.002,0.004,0,0.001,0.001,0.002,0.588,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,1.252,0.001,0.001,0.001,0,0.001,0.001,0.002,0.964,0.002,0.002,0.002,0,0.002,0.002,0.001,0.002
55,0.002,0.002,0,0.003,0.002,0.002,0.127,0.001,0.002,0.003,0.002,0.001,0.001,0.002,0.001,3.298,0.002,0.001,0.002,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.002,0,0.002,0.002,0.003,1.898,0.002,0.002,0.004,0.002
56,0.001,0.001,0,0.002,0.002,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.006,0.002,0.001,0.001,0.001
57,0.001,0.001,1.037,0.001,0.001,0.001,0.001,1.331,0.001,0.001,0.001,0,0.001,0.001,0.001,1.463,0.001,0.001,0.001,0,0.001,0.002,0.002,1.1,0.002,0.002,0.002,0,0.001,0.002,0.001,0.799,0.053,0.001,0.001,0.001,0.001,0.001,0.001,0.001
58,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0,0.001,0.001,0.001,0.247,0.001,0.001,0.001,1.153,0.001,0.002,0.002,0.003,0.003,0.001,0.002,1.224,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001
59,0.001,0.001,0.41,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.002,0.002,0.001,0.001,0.055,0.002,0.001,0.163,0,0.001,0.001,0.002,0,0.003,0.001,0.006,0,0.003,0.001,0.001,0,0.001,0.002,0.001,0.37,0.001,0.002,0.001
60,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,0.001,0.001,5.271,1.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.963,0.001,0.001,0.001,0,0.001,0.001,0.222,0.775,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
61,0.001,0.002,0.002,0.002,0.002,0.002,0.002,5.561,0.001,0.002,0.002,1.18,0,0.003,0.002,0.002,1.612,0.002,0.004,0.002,0.845,0.001,0.001,0.001,3.129,0.001,0.001,0.264,0,0.001,0.002,0.002,0,0.002,0.001,0.001,0.002,0.001,0.002,0.002
62,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0,0.753,0.001,0.002,0.003,0,0.002,0.002,0.001,0,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,5.411,0.001,0.001,0.001,0.001,0,0.001,0.001
63,0.002,0.001,0.002,0.001,0.001,0.001,0.001,1.572,1.269,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.002,0.003,0.003,4.725,0.002,0.002,0.002,2.118,0.002,0.002,0.001,0.836,0.003,0.001,0.001,0.002,0,0.001,0.001
64,0.001,0.001,0.002,0,0.001,0.001,0.001,0.153,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.766,0.001,0.001,0.001,0.755,0.001,0.002,0.002,4.129,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.596,0.001,0.001,0.001,0,0.002,0.001
65,0.001,0.001,0.001,0,0.002,0.001,0.001,0.106,0,0.001,0.001,0.001,0.84,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0,0.001,0.002,0.001,0.229,0.405,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001
66,0.001,0.002,0.002,0.541,0,0.001,0.001,0.001,2.025,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.348,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.112,0.001,0.001,0.001,2.744,0.001,0.001,0.001,4.34,0.001,0.001
67,0.001,0.001,0.002,0.001,0,0.002,0.001,0.001,0,0.001,0.001,0.001,0.001,0.005,0.004,0.003,0.001,0.003,0.002,0.001,0.001,0,0.001,0.001,0.001,0.68,0.001,0.001,0.001,1.026,0.001,0.001,0.001,3.269,0.001,0.001,0.002,5.706,0.001,0.001
68,0.002,0.002,0.002,0.002,0,0.001,0.002,0.003,0.492,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.002,0,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001
69,0,0.001,0.001,0,0,0.002,0,0.003,0.002,0,0.001,0.001,0,0.001,0.002,0.001,0.002,0.001,0.001,0.002,0.001,0,0.001,0.001,0.002,0.453,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001
70,1.681,0.001,0.001,0.001,0,0.001,0.001,0.002,0.001,0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.056,0.001,0.002,0.001,0,0.002,0.001,0.001,0.037,0.001,0.001,0.001,0,0.001,0.001,0.001,0.723,0.002,0.002,0.001,0.715,0.002,0.002
71,0,0.001,0.001,0.002,0.898,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.026,0.001,0.001,0.001,0,0.001,0.001,0.001,0.984,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.003,0,0.001,0.001,0.001,0,0.001
72,0,0.002,0.002,0.003,0.002,0.001,0.002,0.002,0.002,0,0.002,0.005,0.002,0.004,0.003,0.004,0.007,0.989,0.003,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0.002,0.002,0.003,0.002,0,0.002,0.002,0.001,2.141,0.003
73,4.975,0.001,0.001,0.001,0.001,0.003,0.002,0.002,0.002,0,0.001,0.002,0.002,0,0.001,0.002,0.002,0.007,0.81,0.002,0.002,0.001,0.002,0.002,0.003,0.001,0.002,0.002,0.001,0.687,0,0.001,0.001,0.001,0.946,0.001,0.001,0.001,0,0.001
74,0,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0,0.002,0.001,0.001,0,0.002,0.001,0.002,0,0.001,0.001,0.001,0.587,0.001
75,0.725,0,0.002,0.002,0.002,0,0.002,0.002,0.001,1.458,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0,0.001,0.002,0.002,0.001,0.001,0.002,0.001,0,0.002,0.001,0.002,2.599,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001
76,0.002,0,0.001,0.002,0.001,0,0.001,0.002,0.001,0.172,0.485,0.001,0.001,0,0,0.001,0.001,0.001,0,0.001,0.001,0.002,0.357,0.001,0.001,0.001,0,0.001,0.001,0.002,0,0.001,0.001,0.001,0,0,0.001,0.001,0,0.001
77,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.988,0,0.001,0.001,0.002,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.448,0.001,0.001,0.001,0.792,0.001,0.001,0.001,0,0,0.001,0.001,0.783,0.001
78,0.002,3.918,0.001,0.002,0.002,2.173,0.001,0.002,0.001,0.002,0,0.001,0.001,0.001,1.996,0.001,0.001,0.001,6.099,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.97,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.803,2.691,0.001,0.001,0.001,0.002
79,0.001,0,0.001,0.001,0.001,0,0.009,0.001,0.001,0.001,0.664,0.001,0.002,0.002,0,0.002,0.001,0.002,0.817,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.002,0
80,0.002,0,0.001,0.001,0.002,0.29,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.47,0,0.001,0.001,0.023,0.001,0.001,0.001,0.001,0.441,0.001,0.001,0.002,0,0.002,0.002,0.002,0.688
81,0.002,0.963,0,0.002,0.002,0.002,0.024,0.003,0.001,0.003,0.001,0.001,0.002,0.002,1.112,0,0.001,0.002,0.003,0,0.002,0.002,0.002,0,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0,0.002,0.003,0.002,1.506,0.002,0.004,0.003,0.001
82,0.001,0.003,0,0.001,0.001,0.002,0.016,0.003,0.002,0.003,0.001,1.09,0.001,0.002,0.183,1.704,0.001,0.002,0.001,0,0.001,0.001,0.001,0,0.002,0.001,0.001,0,0.002,0.002,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.002,0.001
83,0.002,0.001,1.523,0.001,0.001,0.001,0.002,0.001,0.002,0.002,0.001,2.095,0.002,0.001,0.003,1.917,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.002,0.001,0,0.001,0.001,0.002,0.825,0.002,0.002,0.002,0.321,0.002,0.002,0.002,0.001
84,0.001,0.001,0.005,0.001,0.002,0.001,0.001,0,0.002,0.001,0.001,2.294,0.001,0.001,0.001,0.251,0.001,0.001,0.001,4.364,0.001,0.001,0.001,5.376,0.001,0.001,0.001,0.531,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001
85,0.002,0.002,0.014,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0.464,0.006,0.004,0.006,0.018,0.007,0.005,0.004,1.201,0.002,0.004,0.002,2.433,0.002,0.001,0.005,0.004,0.001,0.002,0.001,0.002,0.001,0.001,0.002,0.001,0.552,0.002,0.002,0.002
86,0.002,0.002,0.009,0.002,0.002,0.002,0.002,2.524,0.002,0.002,0.191,0.002,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.09,0.513,0.001,0.001,0.14,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
87,0.002,0.001,0.001,0,0.002,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.599,0,0.001,0.001,0.002,1.705,0.001,0.001,0.001,1.886,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
